,0
2042,PRKDC_HUMAN
2043,PSB7_HUMAN
2044,RAD50_HUMAN
2045,RB6I2_HUMAN
2046,RLP24_HUMAN
2047,RP9_HUMAN
2048,S12IP_HUMAN
2049,SAFB1_HUMAN
2050,SAFB2_HUMAN
2051,SMD2_HUMAN
2052,SRPK1_HUMAN
2053,SYNRG_HUMAN
2054,TAF7_HUMAN
2055,TMOD3_HUMAN
2056,TPM4_HUMAN
2057,UBXN7_HUMAN
2058,YTDC2_HUMAN
2059,AK1A1_HUMAN
2060,CHM2B_HUMAN
2061,COPD_HUMAN
2062,GEMI5_HUMAN
2063,KIF15_HUMAN
2064,KKCC1_HUMAN
2065,LIPA1_HUMAN
2066,PAK1_HUMAN
2067,PAK3_HUMAN
2068,TBB4Q_HUMAN
2069,TBB8_HUMAN
2070,TPD54_HUMAN
2071,TXLNG_HUMAN
2072,TXND9_HUMAN
2073,BTF3_HUMAN
2074,CCD40_HUMAN
2075,HS904_HUMAN
2076,KKCC2_HUMAN
2077,MINP1_HUMAN
2078,SORCN_HUMAN
2079,ADDA_HUMAN
2080,ADDG_HUMAN
2081,AFAP1_HUMAN
2082,AHNK_HUMAN
2083,AKP13_HUMAN
2084,ALG5_HUMAN
2085,ARHG2_HUMAN
2086,ARHGI_HUMAN
2087,ARI1A_HUMAN
2088,AT1A1_HUMAN
2089,AT1A2_HUMAN
2090,AT1A3_HUMAN
2091,C170L_HUMAN
2092,CAND1_HUMAN
2093,CBR3_HUMAN
2094,CCDC6_HUMAN
2095,CDA7L_HUMAN
2096,CELF1_HUMAN
2097,CENPF_HUMAN
2098,CG047_HUMAN
2099,CHIP_HUMAN
2100,CLAP2_HUMAN
2101,CND2_HUMAN
2102,CNNM3_HUMAN
2103,DC1I2_HUMAN
2104,DC1L1_HUMAN
2105,DCTP1_HUMAN
2106,DDX50_HUMAN
2107,DTL_HUMAN
2108,ECE1_HUMAN
2109,EI2BD_HUMAN
2110,F122A_HUMAN
2111,FA53C_HUMAN
2112,FLII_HUMAN
2113,FOXK1_HUMAN
2114,GTF2I_HUMAN
2115,HAUS6_HUMAN
2116,HDDC3_HUMAN
2117,HINT2_HUMAN
2118,HN1L_HUMAN
2119,HNRLL_HUMAN
2120,IN80B_HUMAN
2121,IPYR2_HUMAN
2122,K6PF_HUMAN
2123,LYRIC_HUMAN
2124,MAP2_HUMAN
2125,MARCS_HUMAN
2126,MBB1A_HUMAN
2127,MLF2_HUMAN
2128,MRCKB_HUMAN
2129,MRP_HUMAN
2130,MSH6_HUMAN
2131,MTRR_HUMAN
2132,NFIC_HUMAN
2133,NHRF1_HUMAN
2134,NOP14_HUMAN
2135,NSDHL_HUMAN
2136,OGFR_HUMAN
2137,OSB11_HUMAN
2138,OXSR1_HUMAN
2139,P3C2A_HUMAN
2140,PCM1_HUMAN
2141,PDD2L_HUMAN
2142,PDS5B_HUMAN
2143,PP4R2_HUMAN
2144,PRS7_HUMAN
2145,PSMF1_HUMAN
2146,PTBP2_HUMAN
2147,PTN2_HUMAN
2148,RCL_HUMAN
2149,REQU_HUMAN
2150,REXO4_HUMAN
2151,RIF1_HUMAN
2152,RNZ2_HUMAN
2153,RPRD2_HUMAN
2154,RS20_HUMAN
2155,RS5_HUMAN
2156,RTTN_HUMAN
2157,SCFD1_HUMAN
2158,SF3B3_HUMAN
2159,SI1L3_HUMAN
2160,SLPI_HUMAN
2161,SNTB1_HUMAN
2162,SPT5H_HUMAN
2163,STRN3_HUMAN
2164,TACC2_HUMAN
2165,TB10B_HUMAN
2166,TBC15_HUMAN
2167,TE2IP_HUMAN
2168,TENS3_HUMAN
2169,TGT_HUMAN
2170,TOE1_HUMAN
2171,TRI25_HUMAN
2172,WAPL_HUMAN
2173,ZC3H4_HUMAN
2174,ZN221_HUMAN
2175,AR6P4_HUMAN
2176,CDC7_HUMAN
2177,DBF4A_HUMAN
2178,K1522_HUMAN
2179,MGAP_HUMAN
2180,RL7A_HUMAN
2181,CDK19_HUMAN
2182,SAS6_HUMAN
2183,AKTS1_HUMAN
2184,ANR17_HUMAN
2185,CALD1_HUMAN
2186,CCNA2_HUMAN
2187,CDK12_HUMAN
2188,CQ049_HUMAN
2189,DGCR8_HUMAN
2190,GORS2_HUMAN
2191,MA7D3_HUMAN
2192,MEF2D_HUMAN
2193,MEP50_HUMAN
2194,MIO_HUMAN
2195,P66B_HUMAN
2196,PALM_HUMAN
2197,PHC2_HUMAN
2198,SRRT_HUMAN
2199,TAF2_HUMAN
2200,TARA_HUMAN
2201,TTC38_HUMAN
2202,BGAL_HUMAN
2203,CL043_HUMAN
2204,DENR_HUMAN
2205,DTNA_HUMAN
2206,DTNB_HUMAN
2207,GAN_HUMAN
2208,GCN1L_HUMAN
2209,HD_HUMAN
2210,LIMA1_HUMAN
2211,MADD_HUMAN
2212,P4K2A_HUMAN
2213,PCF11_HUMAN
2214,PCSK7_HUMAN
2215,PRI2_HUMAN
2216,R3GEF_HUMAN
2217,SIRT1_HUMAN
2218,SRRM1_HUMAN
2219,VINEX_HUMAN
2220,XPO5_HUMAN
2221,ZN830_HUMAN
2222,ABCF2_HUMAN
2223,CCNE1_HUMAN
2224,CI040_HUMAN
2225,FMNL_HUMAN
2226,MP2K6_HUMAN
2227,NCOR1_HUMAN
2228,UGDH_HUMAN
2229,CCND1_HUMAN
2230,CDK4_HUMAN
2231,CCND3_HUMAN
2232,ZN559_HUMAN
2233,ABLM2_HUMAN
2234,AGAP1_HUMAN
2235,ASB9_HUMAN
2236,ATF2_HUMAN
2237,BCL7B_HUMAN
2238,BCR_HUMAN
2239,BRD8_HUMAN
2240,CAPON_HUMAN
2241,CBL_HUMAN
2242,CD5R1_HUMAN
2243,CDK5_HUMAN
2244,EGLN1_HUMAN
2245,GAK_HUMAN
2246,HEBP2_HUMAN
2247,MGRN1_HUMAN
2248,NIPBL_HUMAN
2249,NUDC3_HUMAN
2250,OFUT1_HUMAN
2251,P66A_HUMAN
2252,PHF3_HUMAN
2253,PSB6_HUMAN
2254,PSD10_HUMAN
2255,PUR2_HUMAN
2256,RABEK_HUMAN
2257,RBP10_HUMAN
2258,RPA34_HUMAN
2259,SEPT6_HUMAN
2260,TRPT1_HUMAN
2261,TTC33_HUMAN
2262,VATH_HUMAN
2263,WIPI2_HUMAN
2264,ZC3HD_HUMAN
2265,BOLA2_HUMAN
2266,DUSTY_HUMAN
2267,MAT1_HUMAN
2268,PLCL2_HUMAN
2269,CDK8_HUMAN
2270,3BP5_HUMAN
2271,CCNT1_HUMAN
2272,CCNT2_HUMAN
2273,CDK9_HUMAN
2274,F175B_HUMAN
2275,FOXJ3_HUMAN
2276,PERQ1_HUMAN
2277,TLK1_HUMAN
2278,ZFAN5_HUMAN
2279,ACSA_HUMAN
2280,ARHGB_HUMAN
2281,BBX_HUMAN
2282,CCD25_HUMAN
2283,CCNK_HUMAN
2284,CPNE3_HUMAN
2285,DDB2_HUMAN
2286,DNPEP_HUMAN
2287,DOS_HUMAN
2288,F134A_HUMAN
2289,FNBP4_HUMAN
2290,GTPB1_HUMAN
2291,MOCOS_HUMAN
2292,MTHR_HUMAN
2293,NQO1_HUMAN
2294,PKP4_HUMAN
2295,PTSS2_HUMAN
2296,RFC1_HUMAN
2297,RPAP1_HUMAN
2298,SET1A_HUMAN
2299,SMC4_HUMAN
2300,TOX4_HUMAN
2301,A2MG_HUMAN
2302,APLP2_HUMAN
2303,C2C4C_HUMAN
2304,CDC73_HUMAN
2305,CO039_HUMAN
2306,DDX10_HUMAN
2307,DHX57_HUMAN
2308,DTWD2_HUMAN
2309,INT1_HUMAN
2310,KGP2_HUMAN
2311,KI21A_HUMAN
2312,PCNT_HUMAN
2313,RB3GP_HUMAN
2314,RL1D1_HUMAN
2315,RMI1_HUMAN
2316,RPA43_HUMAN
2317,SE6L2_HUMAN
2318,SNX17_HUMAN
2319,TITIN_HUMAN
2320,URGCP_HUMAN
2321,VGLL4_HUMAN
2322,VPS4A_HUMAN
2323,ZFP91_HUMAN
2324,ZYX_HUMAN
2325,CHK1_HUMAN
2326,CNTN5_HUMAN
2327,FEN1_HUMAN
2328,H15_HUMAN
2329,H31T_HUMAN
2330,H31_HUMAN
2331,H32_HUMAN
2332,H33_HUMAN
2333,H3C_HUMAN
2334,LAT1_HUMAN
2335,NOL12_HUMAN
2336,PARF_HUMAN
2337,PRPS1_HUMAN
2338,PRPS3_HUMAN
2339,RS4Y1_HUMAN
2340,RU2A_HUMAN
2341,S10A4_HUMAN
2342,SEC13_HUMAN
2343,SRSF5_HUMAN
2344,CDCA3_HUMAN
2345,CHK2_HUMAN
2346,LEO1_HUMAN
2347,MEA1_HUMAN
2348,RTN3_HUMAN
2349,GPN1_HUMAN
2350,KC1A_HUMAN
2351,SUMO2_HUMAN
2352,SUMO3_HUMAN
2353,SUMO4_HUMAN
2354,AFTIN_HUMAN
2355,ARHL2_HUMAN
2356,ASCC2_HUMAN
2357,ATP4A_HUMAN
2358,CBX5_HUMAN
2359,CHM2A_HUMAN
2360,CLCB_HUMAN
2361,DLG1_HUMAN
2362,DLG2_HUMAN
2363,KC1D_HUMAN
2364,KC1E_HUMAN
2365,KIF1C_HUMAN
2366,LARP7_HUMAN
2367,LOXL2_HUMAN
2368,LPIN3_HUMAN
2369,MPP10_HUMAN
2370,NACC1_HUMAN
2371,NADAP_HUMAN
2372,OLM2B_HUMAN
2373,PCKGM_HUMAN
2374,PMS2L_HUMAN
2375,PMS2_HUMAN
2376,PSMD3_HUMAN
2377,RBPMS_HUMAN
2378,RRP15_HUMAN
2379,RS28_HUMAN
2380,SEPT9_HUMAN
2381,TACC3_HUMAN
2382,UTP18_HUMAN
2383,WASF2_HUMAN
2384,ZCHC8_HUMAN
2385,DPOD1_HUMAN
2386,IAH1_HUMAN
2387,SAAL1_HUMAN
2388,UBP10_HUMAN
2389,C10_HUMAN
2390,FKBP9_HUMAN
2391,ITPA_HUMAN
2392,LYAR_HUMAN
2393,NKAP_HUMAN
2394,PHF6_HUMAN
2395,RBM34_HUMAN
2396,ANKZ1_HUMAN
2397,ANO4_HUMAN
2398,GBB1_HUMAN
2399,GRL1A_HUMAN
2400,GRL1B_HUMAN
2401,KC1G2_HUMAN
2402,LTBP1_HUMAN
2403,RRFM_HUMAN
2404,SAMH1_HUMAN
2405,SRPRB_HUMAN
2406,TNR6B_HUMAN
2407,TP53B_HUMAN
2408,TRI33_HUMAN
2409,EDC4_HUMAN
2410,KC1G3_HUMAN
2411,TX264_HUMAN
2412,NUP85_HUMAN
2413,P3H1_HUMAN
2414,SAE1_HUMAN
2415,TPMT_HUMAN
2416,WDR55_HUMAN
2417,ADNP_HUMAN
2418,ANKY2_HUMAN
2419,AP3B1_HUMAN
2420,ARMX3_HUMAN
2421,ASAP2_HUMAN
2422,ASML_HUMAN
2423,BA2L1_HUMAN
2424,BRD4_HUMAN
2425,BYST_HUMAN
2426,BZW2_HUMAN
2427,C5ARL_HUMAN
2428,CA052_HUMAN
2429,CASP3_HUMAN
2430,CCD43_HUMAN
2431,CLC2B_HUMAN
2432,CSN2_HUMAN
2433,CYTSB_HUMAN
2434,DI3L2_HUMAN
2435,DKC1_HUMAN
2436,DNJC1_HUMAN
2437,GRLF1_HUMAN
2438,GSH1_HUMAN
2439,HUWE1_HUMAN
2440,IWS1_HUMAN
2441,K0907_HUMAN
2442,KDM1A_HUMAN
2443,KTN1_HUMAN
2444,LRP1_HUMAN
2445,LYSM1_HUMAN
2446,MK07_HUMAN
2447,MORC2_HUMAN
2448,NOC2L_HUMAN
2449,NOL8_HUMAN
2450,PHF23_HUMAN
2451,RANB9_HUMAN
2452,RBM33_HUMAN
2453,RRP1B_HUMAN
2454,RTF1_HUMAN
2455,SORT_HUMAN
2456,SPAG7_HUMAN
2457,SPF45_HUMAN
2458,SSA27_HUMAN
2459,SSF1_HUMAN
2460,TBD2A_HUMAN
2461,THUM1_HUMAN
2462,TOP2A_HUMAN
2463,TOP2B_HUMAN
2464,UHRF1_HUMAN
2465,WDR75_HUMAN
2466,WRIP1_HUMAN
2467,ZFY19_HUMAN
2468,ZIM2_HUMAN
2469,CLK1_HUMAN
2470,CLK4_HUMAN
2471,HSPB8_HUMAN
2472,NAGK_HUMAN
2473,NBAS_HUMAN
2474,NFAC3_HUMAN
2475,SFR19_HUMAN
2476,SYNEM_HUMAN
2477,TPM2_HUMAN
2478,CLK2_HUMAN
2479,MYCB2_HUMAN
2480,RNC_HUMAN
2481,YTDC1_HUMAN
2482,CLK3_HUMAN
2483,K2C1_HUMAN
2484,SFR12_HUMAN
2485,M3K8_HUMAN
2486,YIPF5_HUMAN
2487,CTRO_HUMAN
2488,ZN384_HUMAN
2489,CCNL1_HUMAN
2490,TICN3_HUMAN
2491,CSK_HUMAN
2492,DCP1A_HUMAN
2493,GNL3_HUMAN
2494,LPIN1_HUMAN
2495,MATK_HUMAN
2496,MET_HUMAN
2497,KCC1A_HUMAN
2498,KCC1D_HUMAN
2499,PTN12_HUMAN
2500,REPS1_HUMAN
2501,REPS2_HUMAN
2502,RO52_HUMAN
2503,VGFR2_HUMAN
2504,KCC1B_HUMAN
2505,ES8L2_HUMAN
2506,TNR6A_HUMAN
2507,AASD1_HUMAN
2508,ANLN_HUMAN
2509,BPTF_HUMAN
2510,CDCA2_HUMAN
2511,CT043_HUMAN
2512,DHX30_HUMAN
2513,DLGP5_HUMAN
2514,K0802_HUMAN
2515,K1143_HUMAN
2516,KCC2A_HUMAN
2517,KCC2B_HUMAN
2518,KCC2D_HUMAN
2519,KCC2G_HUMAN
2520,LAS1L_HUMAN
2521,MPRI_HUMAN
2522,NEDD1_HUMAN
2523,NEMO_HUMAN
2524,NH2L1_HUMAN
2525,PAK4_HUMAN
2526,RBP56_HUMAN
2527,SNX1_HUMAN
2528,SP16H_HUMAN
2529,TBL2_HUMAN
2530,UBR5_HUMAN
2531,VIPAR_HUMAN
2532,ATP5J_HUMAN
2533,LRRF2_HUMAN
2534,PEPD_HUMAN
2535,POP1_HUMAN
2536,RPGF6_HUMAN
2537,SDCG1_HUMAN
2538,TIM10_HUMAN
2539,CHM4B_HUMAN
2540,CK096_HUMAN
2541,KPCD1_HUMAN
2542,PEA15_HUMAN
2543,SYFA_HUMAN
2544,SYNPO_HUMAN
2545,YTHD2_HUMAN
2546,AL2S4_HUMAN
2547,CT112_HUMAN
2548,CWC15_HUMAN
2549,CWC27_HUMAN
2550,DLGP4_HUMAN
2551,PRCC_HUMAN
2552,RECQ4_HUMAN
2553,SPD2A_HUMAN
2554,SRFB1_HUMAN
2555,SYNE2_HUMAN
2556,SYUG_HUMAN
2557,ZF64A_HUMAN
2558,ADA2C_HUMAN
2559,KCC4_HUMAN
2560,CE290_HUMAN
2561,HELLS_HUMAN
2562,PAWR_HUMAN
2563,SMRC2_HUMAN
2564,DAPK2_HUMAN
2565,MMP9_HUMAN
2566,DAPK3_HUMAN
2567,DCLK1_HUMAN
2568,DCX_HUMAN
2569,SODC_HUMAN
2570,CAF1A_HUMAN
2571,DCLK2_HUMAN
2572,E41L2_HUMAN
2573,STK10_HUMAN
2574,ZN326_HUMAN
2575,DDR1_HUMAN
2576,EPHA7_HUMAN
2577,ABHEB_HUMAN
2578,ADA10_HUMAN
2579,ADA17_HUMAN
2580,DCTN4_HUMAN
2581,DDX23_HUMAN
2582,EPHB1_HUMAN
2583,EPHB2_HUMAN
2584,EPN2_HUMAN
2585,EPN3_HUMAN
2586,ERI1_HUMAN
2587,GDE_HUMAN
2588,GLYG_HUMAN
2589,GNAS1_HUMAN
2590,GNAS2_HUMAN
2591,HOOK3_HUMAN
2592,IPO13_HUMAN
2593,KIF11_HUMAN
2594,KPCD_HUMAN
2595,LANC1_HUMAN
2596,LG3BP_HUMAN
2597,LONM_HUMAN
2598,MAGD1_HUMAN
2599,MAPK3_HUMAN
2600,MARK3_HUMAN
2601,MIF_HUMAN
2602,MPRIP_HUMAN
2603,MTOR_HUMAN
2604,MYL9_HUMAN
2605,NDUF4_HUMAN
2606,OLA1_HUMAN
2607,PABP2_HUMAN
2608,PDXK_HUMAN
2609,PLOD1_HUMAN
2610,PLOD3_HUMAN
2611,PRI1_HUMAN
2612,PTPRS_HUMAN
2613,PYGM_HUMAN
2614,S39AA_HUMAN
2615,SPG21_HUMAN
2616,SYSM_HUMAN
2617,TBC20_HUMAN
2618,TF3C4_HUMAN
2619,THUM3_HUMAN
2620,TRPV5_HUMAN
2621,UAP1_HUMAN
2622,UBP11_HUMAN
2623,UBP15_HUMAN
2624,UBP4_HUMAN
2625,WDR6_HUMAN
2626,GRK4_HUMAN
2627,M3K12_HUMAN
2628,DMPK_HUMAN
2629,MICA1_HUMAN
2630,ST17B_HUMAN
2631,B3A2_HUMAN
2632,COPG_HUMAN
2633,DYR1A_HUMAN
2634,DYR1B_HUMAN
2635,E41L1_HUMAN
2636,FADD_HUMAN
2637,KTI12_HUMAN
2638,MK67I_HUMAN
2639,PATL1_HUMAN
2640,PHF12_HUMAN
2641,PMYT1_HUMAN
2642,RERE_HUMAN
2643,SDC1_HUMAN
2644,SF04_HUMAN
2645,SNIP1_HUMAN
2646,SNUT2_HUMAN
2647,TANC1_HUMAN
2648,UBP20_HUMAN
2649,WAC_HUMAN
2650,ZEB1_HUMAN
2651,ZN828_HUMAN
2652,ACACB_HUMAN
2653,AMPB_HUMAN
2654,ARRB1_HUMAN
2655,ASPG_HUMAN
2656,BCAM_HUMAN
2657,BET1L_HUMAN
2658,C2D1A_HUMAN
2659,CAPG_HUMAN
2660,CB018_HUMAN
2661,CEP55_HUMAN
2662,CPSF1_HUMAN
2663,DFNA5_HUMAN
2664,DHE3_HUMAN
2665,DHE4_HUMAN
2666,DP13A_HUMAN
2667,DPOA2_HUMAN
2668,DYRK2_HUMAN
2669,DYRK4_HUMAN
2670,EAF1_HUMAN
2671,ELAV1_HUMAN
2672,FA96B_HUMAN
2673,GFPT2_HUMAN
2674,IF2B2_HUMAN
2675,IRGQ_HUMAN
2676,KIF1B_HUMAN
2677,L12R1_HUMAN
2678,LIMD1_HUMAN
2679,LPIN2_HUMAN
2680,MRE11_HUMAN
2681,NIBL1_HUMAN
2682,NU107_HUMAN
2683,NU188_HUMAN
2684,PFD2_HUMAN
2685,PHLB1_HUMAN
2686,PURB_HUMAN
2687,RAD21_HUMAN
2688,RBM25_HUMAN
2689,RPAC1_HUMAN
2690,RUEL1_HUMAN
2691,RUXE_HUMAN
2692,SCRN1_HUMAN
2693,SMCE1_HUMAN
2694,SPS1_HUMAN
2695,SRPR_HUMAN
2696,SRXN1_HUMAN
2697,TAB1_HUMAN
2698,TAF12_HUMAN
2699,TBCC_HUMAN
2700,TBCD_HUMAN
2701,TFG_HUMAN
2702,TIM8B_HUMAN
2703,TM192_HUMAN
2704,TOM20_HUMAN
2705,TRUA_HUMAN
2706,TSNAX_HUMAN
2707,UBE2T_HUMAN
2708,UBP16_HUMAN
2709,UNG_HUMAN
2710,ASPC1_HUMAN
2711,CC037_HUMAN
2712,DYRK3_HUMAN
2713,F105B_HUMAN
2714,FARP1_HUMAN
2715,FBX4_HUMAN
2716,NDC80_HUMAN
2717,OS9_HUMAN
2718,PSD7_HUMAN
2719,QTRD1_HUMAN
2720,RPTOR_HUMAN
2721,TB3L2_HUMAN
2722,TBC3B_HUMAN
2723,TBC3C_HUMAN
2724,TBC3G_HUMAN
2725,TBC3L_HUMAN
2726,TF3C1_HUMAN
2727,CBX6_HUMAN
2728,CP042_HUMAN
2729,GRN_HUMAN
2730,JUB_HUMAN
2731,K1712_HUMAN
2732,KNTC1_HUMAN
2733,NUMB_HUMAN
2734,PA1_HUMAN
2735,PPIG_HUMAN
2736,RAB3I_HUMAN
2737,RN126_HUMAN
2738,RT23_HUMAN
2739,SC24C_HUMAN
2740,TRA2B_HUMAN
2741,EF2K_HUMAN
2742,ACPM_HUMAN
2743,ARI4B_HUMAN
2744,EGFR_HUMAN
2745,ENDD1_HUMAN
2746,MAP7_HUMAN
2747,MED1_HUMAN
2748,MFF_HUMAN
2749,NBN_HUMAN
2750,NEST_HUMAN
2751,PEX5_HUMAN
2752,PQBP1_HUMAN
2753,RBM22_HUMAN
2754,RFIP1_HUMAN
2755,RFIP2_HUMAN
2756,RPB3_HUMAN
2757,RPF1_HUMAN
2758,SIK3_HUMAN
2759,SMRCD_HUMAN
2760,SYF2_HUMAN
2761,TRIP4_HUMAN
2762,YJ005_HUMAN
2763,1A02_HUMAN
2764,1A23_HUMAN
2765,1A24_HUMAN
2766,ARI2_HUMAN
2767,CIP2A_HUMAN
2768,DACT3_HUMAN
2769,DDX18_HUMAN
2770,DDX4_HUMAN
2771,EPHA1_HUMAN
2772,MTND_HUMAN
2773,NARF_HUMAN
2774,PAR14_HUMAN
2775,RAB14_HUMAN
2776,RL22_HUMAN
2777,TF2H1_HUMAN
2778,TXN4B_HUMAN
2779,TYDP2_HUMAN
2780,U3IP2_HUMAN
2781,ABI1_HUMAN
2782,CD2B2_HUMAN
2783,CJ058_HUMAN
2784,EPHA2_HUMAN
2785,FKBP8_HUMAN
2786,IDH3B_HUMAN
2787,K1C14_HUMAN
2788,MOC2B_HUMAN
2789,MYO1B_HUMAN
2790,PDCL3_HUMAN
2791,PPCEL_HUMAN
2792,UBP7_HUMAN
2793,ABCA2_HUMAN
2794,AL9A1_HUMAN
2795,AN32E_HUMAN
2796,ASAP1_HUMAN
2797,ASNA_HUMAN
2798,ATRAP_HUMAN
2799,CASP8_HUMAN
2800,CKAP5_HUMAN
2801,CNDP2_HUMAN
2802,CSK2B_HUMAN
2803,DDRGK_HUMAN
2804,DIP2B_HUMAN
2805,DNMBP_HUMAN
2806,DPOD3_HUMAN
2807,EDF1_HUMAN
2808,EPHA3_HUMAN
2809,EPHA4_HUMAN
2810,EPHA5_HUMAN
2811,EPHA6_HUMAN
2812,ERC6L_HUMAN
2813,F125A_HUMAN
2814,FDFT_HUMAN
2815,FPRP_HUMAN
2816,GDPD1_HUMAN
2817,GMEB1_HUMAN
2818,HLTF_HUMAN
2819,IF5A1_HUMAN
2820,IF5A2_HUMAN
2821,IF5AL_HUMAN
2822,K1C13_HUMAN
2823,K1C15_HUMAN
2824,K1C16_HUMAN
2825,K1C20_HUMAN
2826,LDLR_HUMAN
2827,LYRM7_HUMAN
2828,NDUS3_HUMAN
2829,NDUV2_HUMAN
2830,P20D2_HUMAN
2831,PDP1_HUMAN
2832,PPP6_HUMAN
2833,PRS6B_HUMAN
2834,PSB4_HUMAN
2835,PSB9_HUMAN
2836,PTN9_HUMAN
2837,R113A_HUMAN
2838,RIOK3_HUMAN
2839,RM46_HUMAN
2840,RMD1_HUMAN
2841,S38A2_HUMAN
2842,SMAP2_HUMAN
2843,SPAT5_HUMAN
2844,SSU72_HUMAN
2845,TM159_HUMAN
2846,TMED7_HUMAN
2847,TTL12_HUMAN
2848,UBE2Z_HUMAN
2849,UCHL5_HUMAN
2850,ULA1_HUMAN
2851,VIP1_HUMAN
2852,VIP2_HUMAN
2853,YRDC_HUMAN
2854,DYR_HUMAN
2855,STS_HUMAN
2856,AKIR2_HUMAN
2857,BAP31_HUMAN
2858,DEN4C_HUMAN
2859,RBM5_HUMAN
2860,SFR14_HUMAN
2861,UBE2N_HUMAN
2862,RED_HUMAN
2863,SNX5_HUMAN
2864,UB7I3_HUMAN
2865,AIFM2_HUMAN
2866,AL1B1_HUMAN
2867,BRE1B_HUMAN
2868,COG5_HUMAN
2869,COPZ1_HUMAN
2870,DCA13_HUMAN
2871,DHSB_HUMAN
2872,DPYL3_HUMAN
2873,ECE2_HUMAN
2874,ELP3_HUMAN
2875,EPHA8_HUMAN
2876,GNAI3_HUMAN
2877,GNPI1_HUMAN
2878,GRSF1_HUMAN
2879,HELC1_HUMAN
2880,KAP1_HUMAN
2881,KIN17_HUMAN
2882,LIPL_HUMAN
2883,MCES_HUMAN
2884,MOL1A_HUMAN
2885,MOL1B_HUMAN
2886,NAF1_HUMAN
2887,NCPR_HUMAN
2888,NU155_HUMAN
2889,PGP_HUMAN
2890,PHF10_HUMAN
2891,PI42B_HUMAN
2892,PI42C_HUMAN
2893,PLCE1_HUMAN
2894,PPIL2_HUMAN
2895,PRS23_HUMAN
2896,RFA2_HUMAN
2897,SMC1A_HUMAN
2898,SSRD_HUMAN
2899,TFB2M_HUMAN
2900,TIPRL_HUMAN
2901,VATC1_HUMAN
2902,ANXA3_HUMAN
2903,ARPC5_HUMAN
2904,BLMH_HUMAN
2905,CACO2_HUMAN
2906,COTL1_HUMAN
2907,DHRS7_HUMAN
2908,DYLT1_HUMAN
2909,F192A_HUMAN
2910,GNAI2_HUMAN
2911,GSTM3_HUMAN
2912,HDGR3_HUMAN
2913,HINT1_HUMAN
2914,HMGLX_HUMAN
2915,IF4G3_HUMAN
2916,LTV1_HUMAN
2917,PFD5_HUMAN
2918,PIMT_HUMAN
2919,PSIP1_HUMAN
2920,RM12_HUMAN
2921,RP1BL_HUMAN
2922,RS15_HUMAN
2923,RWDD1_HUMAN
2924,SYK_HUMAN
2925,UN13D_HUMAN
2926,VPS29_HUMAN
2927,AIBP_HUMAN
2928,ATLA2_HUMAN
2929,DHYS_HUMAN
2930,GRB2_HUMAN
2931,HPPD_HUMAN
2932,MEMO1_HUMAN
2933,MO4L1_HUMAN
2934,MTAP_HUMAN
2935,PURA_HUMAN
2936,SGT1_HUMAN
2937,AP2M1_HUMAN
2938,CHMP5_HUMAN
2939,DYL2_HUMAN
2940,ECHD1_HUMAN
2941,KHDR2_HUMAN
2942,KHDR3_HUMAN
2943,MCA3_HUMAN
2944,MTL13_HUMAN
2945,PESC_HUMAN
2946,PSPC1_HUMAN
2947,CB047_HUMAN
2948,ESTD_HUMAN
2949,PO6F2_HUMAN
2950,PSB3_HUMAN
2951,RS26_HUMAN
2952,CK5P2_HUMAN
2953,CWC22_HUMAN
2954,TRIPB_HUMAN
2955,ERBB2_HUMAN
2956,FRK_HUMAN
2957,PKHA3_HUMAN
2958,AINX_HUMAN
2959,CO038_HUMAN
2960,DESM_HUMAN
2961,ERBB4_HUMAN
2962,FA50B_HUMAN
2963,FA98A_HUMAN
2964,GEMI6_HUMAN
2965,GIT2_HUMAN
2966,KSYK_HUMAN
2967,MA2A2_HUMAN
2968,NFM_HUMAN
2969,PTTG1_HUMAN
2970,PTTG2_HUMAN
2971,SH3L1_HUMAN
2972,TF2AA_HUMAN
2973,3HIDH_HUMAN
2974,ARHG5_HUMAN
2975,CCNB2_HUMAN
2976,CRIM1_HUMAN
2977,DPP2_HUMAN
2978,EGLN_HUMAN
2979,FA83A_HUMAN
2980,FCSD2_HUMAN
2981,HCD2_HUMAN
2982,HXC10_HUMAN
2983,KS6C1_HUMAN
2984,LYAG_HUMAN
2985,MAP1S_HUMAN
2986,MK03_HUMAN
2987,NCOR2_HUMAN
2988,NHRF2_HUMAN
2989,PAXI1_HUMAN
2990,PIN1_HUMAN
2991,PMM1_HUMAN
2992,RT17_HUMAN
2993,SC24D_HUMAN
2994,SIRT5_HUMAN
2995,SMRC1_HUMAN
2996,TRP13_HUMAN
2997,UBAP2_HUMAN
2998,ZBT7A_HUMAN
2999,1B54_HUMAN
3000,AKAP2_HUMAN
3001,APMAP_HUMAN
3002,CENPB_HUMAN
3003,CP250_HUMAN
3004,DDX59_HUMAN
3005,GAG2A_HUMAN
3006,GAG2B_HUMAN
3007,GAG2E_HUMAN
3008,GAGE1_HUMAN
3009,GAGE8_HUMAN
3010,HTF4_HUMAN
3011,KBP_HUMAN
3012,KLDC4_HUMAN
3013,MK01_HUMAN
3014,MK04_HUMAN
3015,MK06_HUMAN
3016,MSRB2_HUMAN
3017,MYO9B_HUMAN
3018,PLAP_HUMAN
3019,TSC2_HUMAN
3020,TXLNA_HUMAN
